id,created_at,updated_at,state,description,consultant_id,nonprofit_id,scheduled_for,time_slots,organization_id,conference_line_id,project_category_id,partner_organization_id,archived
1052,50:44.1,00:20.5,completed,"CFB has found endless demand for our service and supply of furniture. We have quickly expanded our capacity, hiring 11 employees from workforce development programs and furnish seven homes per day. We want to be able to keep on growing our capacity sustainability.

https://news.wttw.com/2019/01/02/new-nonprofit-gives-old-furniture-and-people-second-chances",173613,173514,4/22/19 22:00,"{""2019-04-22 19:00:00"",""2019-04-22 20:00:00"",""2019-04-22 21:00:00"",""2019-04-22 22:00:00"",""2019-04-23 19:00:00"",""2019-04-23 20:00:00"",""2019-04-23 21:00:00"",""2019-04-23 22:00:00"",""2019-04-25 20:00:00"",""2019-04-25 21:00:00""}",7929,3,8,,f
1029,34:17.9,07:24.3,expired,"Young 1ove is celebrating is 5th Year Anniversary this year. We would like ideas on the kind of merchandise to produce, the best way to market and create a build up of some sort towards releasing such merchandise in spirit of our anniversary.",,5835,,"{""2019-04-16 07:00:00"",""2019-04-17 07:00:00"",""2019-04-18 07:00:00"",""2019-04-19 07:00:00"",""2019-04-23 07:00:00""}",796,,11,,f
1064,15:14.9,15:14.9,applied,"We are very a new 501c3 and we are growing fast, but need to find ways for larger sustainability.  Right now people are paying for our programming however we need other forms of sustainable income ideas of fundraising and getting larger partners.",,173714,,"{""2019-04-24 15:00:00"",""2019-04-24 16:00:00"",""2019-04-25 15:00:00"",""2019-04-25 16:00:00"",""2019-04-26 16:00:00"",""2019-04-26 17:00:00"",""2019-05-02 15:00:00"",""2019-05-02 16:00:00""}",7955,,3,,f
1055,57:20.6,00:04.0,completed,"We would like to discuss our organization's accounting needs now that we are a nonprofit and seeking 501(c)3 status. We hope to use this information to create a plan for how we will submit tax returns, keep reliable books, and ensure we are compliant.",148134,161304,4/23/19 21:00,"{""2019-04-22 21:00:00"",""2019-04-23 21:00:00"",""2019-04-24 21:00:00"",""2019-04-25 21:00:00"",""2019-04-26 21:00:00""}",6605,2,1,,f
1073,53:56.0,54:26.6,pending,"We are launching a campaign ""Muslim Caucus Collective for Equitable Democracy"" with a national conference on July 23-24 in D.C. We need help promoting the conference via social media. Also, target donors and sponsors for the event. Our goal is to get 150-200 attendees and raise $140K",,173802,,"{""2019-04-26 14:00:00"",""2019-04-26 16:00:00"",""2019-04-26 18:00:00"",""2019-04-29 13:00:00"",""2019-04-29 19:00:00"",""2019-04-30 19:00:00""}",7964,,10,,f
1043,00:04.1,11:50.4,expired,"- Website Update:  We are looking at doing the website in July - August. What is realistic in 30 hours for Taproot website volunteer?
- Wordpress and theme recommendations. We would like to do our own updates. 
- Review of our current website and make recommendations. 

Link to Website: https://firecrackermath.org",,149940,,"{""2019-04-29 16:00:00"",""2019-05-01 16:00:00"",""2019-05-03 16:00:00""}",4919,,20,,f
1327,15:23.3,15:23.3,draft,Long term cold storage of library/data management,,177781,,"{""2019-08-02 10:00:00"",""2019-08-02 11:00:00"",""2019-08-02 12:00:00"",""2019-08-02 13:00:00"",""2019-08-02 14:00:00""}",8483,,17,,f
1035,44:17.7,00:29.5,completed,"Clowns Without Borders serves 47,000 people a year on a budget of $125,000. Our programs are always free to participants, and we depend on relationships and individual donations. We would like to define what PR and marketing mean for us, and which we should focus on first for a larger Taproot project.",151005,173027,5/8/19 16:00,"{""2019-05-06 16:00:00"",""2019-05-06 17:00:00"",""2019-05-06 18:00:00"",""2019-05-06 19:00:00"",""2019-05-06 20:00:00"",""2019-05-07 13:00:00"",""2019-05-07 14:00:00"",""2019-05-08 16:00:00"",""2019-05-08 17:00:00"",""2019-05-08 18:00:00""}",7878,1,16,,f
1163,16:39.7,32:24.0,expired,"We're seeking advice on how to best leverage an upcoming partnership with a known brand through a heavy social media push the first week, followed by regular updates to follow for one year. 
Goal is to generate sales by driving traffic to our website.",,175543,,"{""2019-06-11 21:00:00"",""2019-06-12 18:00:00"",""2019-06-13 14:00:00"",""2019-06-13 15:00:00"",""2019-06-13 18:00:00"",""2019-06-14 17:00:00"",""2019-06-14 18:00:00""}",8165,,10,,f
1164,25:50.1,32:27.5,expired,"We need a little support with some of our design, especially looking at and choosing fonts. We are looking to align our image with what we do, a bit more, and develop consistency over all of our communications.",,169765,,"{""2019-06-11 21:00:00"",""2019-06-11 22:00:00"",""2019-06-12 21:00:00"",""2019-06-12 22:00:00"",""2019-06-13 16:00:00"",""2019-06-13 17:00:00"",""2019-06-13 20:00:00"",""2019-06-13 21:00:00"",""2019-06-14 16:00:00"",""2019-06-14 20:00:00""}",7394,,14,,f
1051,30:38.2,11:31.0,expired,"Scope of Services.  The Offeror shall be readily available to perform the following legal services, as requested by the Executive Director and/or Board of Directors:       

●	review contracts
●	tax‐exempt organization legal issues  
●	attend Board of Directors and Committee meetings as necessary 
●	advise on government grant and contract issues 
●	other legal services as needed",,171849,,"{""2019-04-19 13:00:00"",""2019-04-19 15:00:00"",""2019-04-19 18:00:00"",""2019-04-22 13:00:00"",""2019-04-22 16:00:00"",""2019-04-22 19:00:00"",""2019-04-24 14:00:00"",""2019-04-26 14:00:00""}",7678,,1,,f
1076,34:04.6,52:45.6,expired,"We are seeking someone to assist us with planning office cubicle configurations. We are shipping a donation of office furniture to our project country, Ghana, and selling off a large portion of it there to help fund our programs. We need advice on how to sell the various components to maximize the donation.",,153590,,"{""2019-05-06 18:00:00"",""2019-05-06 20:00:00"",""2019-05-06 21:00:00"",""2019-05-07 16:00:00"",""2019-05-07 17:00:00"",""2019-05-07 20:00:00"",""2019-05-08 17:00:00"",""2019-05-08 19:00:00"",""2019-05-08 21:00:00"",""2019-05-09 14:00:00""}",5485,,4,,f
1034,26:34.8,49:57.6,cancelled,"Our org is receiving a large donation of office cubicle work stations. We plan to ship this to our project country (Ghana) and sell what we won't use, to support the program. We need help to figure out the best configurations to offer for sale.We need someone either seasoned in this field or, someone who is good with math and space to help us work out a plan",169995,153590,4/29/19 16:00,"{""2019-04-29 16:00:00"",""2019-04-30 15:00:00"",""2019-05-01 14:00:00"",""2019-05-01 15:00:00"",""2019-05-02 12:00:00"",""2019-05-02 16:00:00"",""2019-05-02 17:00:00"",""2019-05-03 11:00:00"",""2019-05-03 13:00:00"",""2019-05-03 15:00:00""}",5485,5,4,,f
1060,25:12.3,00:13.6,completed,"Help us create a World Class Board comprised of brand name executives in human services, education, and government. Ideal candidate has experience with human services boards and has worked on a similar project before. We are looking for a 6 person board to start. We need a savvy executive to support our endeavor of building the right board.",173811,170703,4/26/19 18:00,"{""2019-04-22 18:00:00"",""2019-04-22 19:00:00"",""2019-04-23 13:00:00"",""2019-04-23 14:00:00"",""2019-04-23 15:00:00"",""2019-04-24 13:00:00"",""2019-04-24 14:00:00"",""2019-04-25 18:00:00"",""2019-04-26 17:00:00"",""2019-04-26 18:00:00""}",7534,2,8,,f
1075,42:23.6,08:49.4,expired,"We would like to discuss our organization's accounting needs now that we are a nonprofit and seeking 501(c)3 status. We hope to use this information to create a plan for how we will submit tax returns, keep reliable books, and ensure we are compliant.",,161304,,"{""2019-05-06 21:00:00"",""2019-05-07 21:00:00"",""2019-05-08 21:00:00"",""2019-05-09 21:00:00"",""2019-05-10 21:00:00""}",6605,,1,,f
1072,57:05.9,13:08.5,completed,"The goal of this consultation session is to help our organization generate revenues in excess of expenses from grants, donations, contracts, and fees. It is our hope that with your help we may be able to work together and build basic systems and practices needed in order to be financially successful.",173950,173799,5/10/19 22:00,"{""2019-05-01 22:00:00"",""2019-05-07 20:00:00"",""2019-05-10 22:00:00""}",7963,1,1,,f
1077,53:07.1,53:07.1,draft,"I have a flyer (both to advertise and present to potential sponsors) and a poster of my project to use in events. However, I would like to give them a more professional look. Thank you.",,173618,,"{""2019-05-01 13:00:00"",""2019-05-01 14:00:00"",""2019-05-01 15:00:00"",""2019-05-03 13:00:00"",""2019-05-03 14:00:00"",""2019-05-03 15:00:00"",""2019-05-08 13:00:00"",""2019-05-08 14:00:00"",""2019-05-08 15:00:00""}",7945,,14,,f
1074,36:44.5,11:50.5,expired,"We would like to create a more user friendly and updated website. I have never done a website before, and would need a crash course. We have has several people try to update our websites but only seems to get worse. I would like to create a simple, clean,and user friendly website. Where it is easy for people of all ages are able to maneuver our pages.",,173807,,"{""2019-04-26 17:00:00"",""2019-04-26 20:00:00"",""2019-04-29 17:00:00"",""2019-04-30 17:00:00"",""2019-05-01 17:00:00"",""2019-05-03 16:00:00""}",7965,,20,,f
1089,42:52.8,16:48.8,completed,"INSTAGRAM EXPERTS: We host one IG account for our organization, although we have 18 local chapters. A few chapters have asked for their own accounts, but I've heavily insisted on keeping us under one account. I give them access so they can post what they want, but I'm constantly fighting their desire to have their own account/following. What's the best approach?",106546,144390,5/15/19 16:00,"{""2019-05-08 15:00:00"",""2019-05-09 16:00:00"",""2019-05-10 17:00:00"",""2019-05-13 15:00:00"",""2019-05-13 16:00:00"",""2019-05-13 17:00:00"",""2019-05-14 16:00:00"",""2019-05-14 17:00:00"",""2019-05-14 20:00:00"",""2019-05-15 16:00:00""}",4245,7,10,,f
1097,39:37.6,16:01.8,completed,"Berkeley Art Center manages memberships, donor information, grant information, and sales information in our NEONCRM. We’d like to migrate our CRM to Salesforce. As a small non-profit with a two person staff we’d like consultation on how to get started on this project with our bandwidth and capacity in mind.",9571,174211,5/17/19 19:00,"{""2019-05-15 18:00:00"",""2019-05-15 19:00:00"",""2019-05-16 18:00:00"",""2019-05-16 19:00:00"",""2019-05-17 18:00:00"",""2019-05-17 19:00:00"",""2019-05-22 18:00:00"",""2019-05-23 18:00:00"",""2019-05-24 18:00:00""}",8011,3,18,,f
1111,59:10.5,00:55.9,completed,"Our Founder/Executive Director is stepping down from her position. We do not have a succession plan in place and need assistance in the transition process. This is a pivotal time for our organization to take this opportunity to regroup, restructure and reposition ourselves for growth and opportunity.",174475,174448,5/23/19 17:00,"{""2019-05-21 17:00:00"",""2019-05-22 17:00:00"",""2019-05-23 17:00:00"",""2019-05-28 17:00:00"",""2019-06-04 17:00:00"",""2019-06-05 17:00:00"",""2019-06-06 17:00:00""}",8049,1,3,,f
1108,18:50.2,26:56.6,npo_rescheduled,Our organization is looking into launching a membership program. We would like someone to help research software programs in which Kainga Music could use for our future membership program. Presentation of a final recommendation for membership management software solution to the board at the end of the project.,174740,174415,,"{""2019-06-03 16:00:00"",""2019-06-03 17:00:00"",""2019-06-03 18:00:00"",""2019-06-03 19:00:00"",""2019-06-10 16:00:00"",""2019-06-10 17:00:00"",""2019-06-10 18:00:00"",""2019-06-10 19:00:00"",""2019-06-12 16:00:00"",""2019-06-12 17:00:00""}",8043,4,6,,f
1116,07:06.1,00:35.5,completed,"We are a non-profit agency that has programs for people with intellectual and developmental disabilities. We have a 50th-anniversary gala coming up in September. I need assistance with designing an invitation, save the date card, theme for the event, etc.",174954,167294,5/30/19 15:00,"{""2019-05-27 15:00:00"",""2019-05-28 15:00:00"",""2019-05-29 15:00:00"",""2019-05-30 15:00:00"",""2019-05-31 15:00:00""}",6321,5,14,,f
1047,01:51.1,00:53.6,completed,"In late May our nonprofit, the first nation-wide elder abuse awareness charity (www.elderabuse.org), is going to be mentioned in a nationally broadcast NPR series. We are seeking help to develop a detailed, step by step plan to prepare for and capitalize on the fact the around 15 million people will be learning about our newly established nonprofit.",181,169484,4/30/19 15:00,"{""2019-04-23 15:00:00"",""2019-04-23 16:00:00"",""2019-04-23 17:00:00"",""2019-04-23 18:00:00"",""2019-04-23 19:00:00"",""2019-04-24 14:00:00"",""2019-04-24 15:00:00"",""2019-04-30 15:00:00"",""2019-04-30 16:00:00"",""2019-04-30 17:00:00""}",7332,2,10,,f
1023,52:04.9,07:54.6,pbc_rescheduled,"I am Wilkerson Joseph, and I have the honor of serving as the Executive Director for We Are All We Need, Inc. Our mission is to end homelessness for youth that have aged out of the foster care system. We have been dedicated to this mission since 2017. We are in need of a writer to assist with program design, curriculum, organizational plan. Please assist us so we can better serve the demographic.",967,170703,,"{""2019-05-06 15:00:00"",""2019-05-07 15:00:00"",""2019-05-08 15:00:00"",""2019-05-09 15:00:00"",""2019-05-10 15:00:00""}",7534,2,5,,f
1078,20:11.6,00:45.9,completed,We are in need of understanding what the accounting rules are for nonprofits regarding the bartering of services.,174606,173906,6/4/19 20:00,"{""2019-05-29 17:00:00"",""2019-05-29 20:00:00"",""2019-05-29 22:00:00"",""2019-05-30 18:00:00"",""2019-05-30 19:00:00"",""2019-06-03 19:00:00"",""2019-06-03 22:00:00"",""2019-06-04 18:00:00"",""2019-06-04 20:00:00"",""2019-06-05 17:00:00""}",7978,3,1,,f
1100,17:30.5,00:45.8,completed,We currently have a website that was designed just to get us online. We really need a professional website designed and help with design ideas to help and encourage potential adopters and donors to navigate our site.,174954,174280,6/4/19 21:00,"{""2019-06-04 21:00:00"",""2019-06-05 23:00:00"",""2019-06-06 00:00:00"",""2019-06-06 21:00:00"",""2019-06-06 22:00:00"",""2019-06-06 23:00:00"",""2019-06-07 00:00:00""}",8024,2,19,,f
1148,54:22.6,00:52.8,completed,Help in setting up and getting started with Salesforce for nonprofits,174484,170933,6/6/19 17:00,"{""2019-06-06 15:00:00"",""2019-06-06 16:00:00"",""2019-06-06 17:00:00"",""2019-06-13 19:00:00"",""2019-06-13 20:00:00"",""2019-06-19 19:00:00"",""2019-06-19 20:00:00"",""2019-06-20 19:00:00"",""2019-06-20 20:00:00""}",7569,6,18,,f
1081,57:29.1,49:17.6,completed,My goal for this consultation is to determine what would be the best first step toward a marketing / communication strategy. We do not have a logo. Our website is unprofessional and we do not engage in social media.  Where would be the best place to start?,174006,173971,5/8/19 15:00,"{""2019-05-06 15:00:00"",""2019-05-07 15:00:00"",""2019-05-08 15:00:00""}",7985,4,11,,f
1127,17:26.2,31:57.1,expired,"Branding, telling our story and getting it heard, marketing



I can make any time work.",,174716,,"{""2019-06-05 20:00:00"",""2019-06-06 21:00:00"",""2019-06-07 20:00:00""}",8082,,10,,f
1083,02:54.2,23:10.9,cancelled,"We program Hairpin Arts Center. Logan Square Chamber of Arts holds 501c3, DBA Hairpin Arts Center. Had an exhibition titled ""100 Years of Police Violence in Chicago."" We began looking at ourselves as ""place where art and activism meet."" We need to re-brand /brand ourselves. Confusion on who the Chamber is in relationship to the Hairpin Arts Center. www.hairpinartscenter.org",61158,11288,5/14/19 14:00,"{""2019-05-10 14:00:00"",""2019-05-10 15:00:00"",""2019-05-10 21:00:00"",""2019-05-13 14:00:00"",""2019-05-13 15:00:00"",""2019-05-14 14:00:00"",""2019-05-14 15:00:00""}",1650,1,11,,f
